OTU_ID,Mr.N.s3.14,BS.VP.14,Cp.R.VP.14,Mr.R.s3.14,Sc.R.VP.14,Ja.R.s4.14,Sc.N.VP.14,Cp.E.VP.14,Sc.E.VP.14,BS.s3.14,Ja.N.s4.14,Mr.E.s3.14,Ja.E.s4.14,Cp.N.VP.14,Nl.R.15,Ss.E.15,Nl.N.15,Yr.B.15,Yr.R.15,Nl.E.15,Ss.R.15,At.R.15,Pg.R.15,Ss.N.15,Mr.N.15,Mr.R.15,Pg.N.15,Nl.B.15,Pg.E.15,Mr.E.15,At.N.15,Ja.R.15,Mr.B.15,Yr.E.15,At.B.15,At.E.15,Pg.B.15,Ja.B.15,Yr.N.15,Ss.B.15
OTU_303,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,22,23,0,1,0,21,0,28,40,17,60,131,0,0,19,1,107,0,215,0,1,0,52,6
OTU_503,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1096,0,0,0,0,14,0,2,0,0,1,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1001,0,0,0,0,18,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_564,15,3,71,46,0,0,1,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1503,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_934,6,0,0,7,0,0,1,0,0,0,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_910,4,5,0,1,0,0,0,0,0,1,1,49,0,0,0,0,0,0,10,0,0,18,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0
OTU_272,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,408,4,1,0,0,0,0,0,1,3,0,204,1,5,0,12,0,0,0,0,0,0,0,0
OTU_1107,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_621,32,59,0,11,0,0,4,0,0,9,0,0,0,0,6,0,6,13,8,0,0,0,1,0,0,24,0,0,1,0,0,69,7,0,0,0,0,53,0,0
OTU_820,0,0,0,0,0,14,0,0,0,0,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1076,20,0,0,5,0,0,0,0,0,0,0,0,0,11,8,0,2,0,11,0,0,30,11,1,0,0,15,0,0,0,7,0,0,0,4,0,1,16,0,9
OTU_901,0,0,0,2,2,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_116,1,0,0,0,0,13,0,0,0,0,22,0,0,0,4,1,21,8,9,2,1,50,0,218,230,6,0,4,0,1,180,0,20,0,750,0,1,0,1027,72
OTU_647,0,0,0,0,6,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_688,0,0,63,0,0,0,1,0,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,2,29,21,0,0,0,0,1,0,74,0,1,0,4,0,0,0
OTU_1027,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
OTU_1185,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,16,0,1,0,9,0,0,0
OTU_710,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1463,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1141,0,4,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_562,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_470,14,0,0,14,0,0,0,0,0,0,1,9,5,1,0,0,11,9,3,95,8,2,2,92,0,6,1,6,1,0,5,0,9,0,14,0,0,0,0,26
OTU_769,0,1,0,0,6,0,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_463,1,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,1,0,0,0,4,0,0,1,7,59,0,0,1,0,0,0,0,0,1,0,0,0
OTU_1499,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
OTU_954,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_578,13,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30
OTU_1201,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1407,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
OTU_833,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
OTU_648,0,3,20,0,1,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_292,0,0,16,0,1,11,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,347,60,0,1,0,0,7,0,134,0,75,1,0,0,30,0
OTU_813,11,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_487,1,2,0,0,107,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU_731,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
OTU_928,4,3,0,4,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,12,0,0,0,0,23,0
OTU_950,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1329,7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_1380,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_793,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_184,3,0,0,8,0,25,6,0,0,0,16,0,0,0,2,0,4,7,1,6,1,3,1,0,646,76,0,12,0,0,22,0,65,0,6,0,1,0,0,0
OTU_700,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,4,0,1,0,0,0,0,0,0,0,26,0,0,17
OTU_451,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_694,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_835,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_787,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,33,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_580,0,0,0,0,0,0,0,8,0,0,0,0,1,2,0,0,0,0,0,0,59,4,12,6,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,71
OTU_1222,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1403,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_992,19,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
OTU_1005,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0,13,0,0,0
OTU_1539,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_443,0,0,80,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_698,0,32,0,0,8,0,0,0,0,0,0,0,0,29,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22
OTU_672,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
OTU_1138,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1267,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,3,0,0
OTU_871,5,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0
OTU_584,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1416,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_29,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,2,1,0,2,0,2,0,0,1,1,3,1,1,4435,1,0,0,0,0,0,0,0,1,0
OTU_90,0,0,0,0,0,176,0,0,0,0,0,0,2,0,628,0,327,0,0,0,0,0,259,5,0,1,126,0,0,1,1,0,0,0,0,2,0,2,0,51
OTU_843,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_825,0,1,0,0,10,0,8,0,0,0,0,0,0,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_574,11,0,0,0,0,0,2,0,0,1,7,14,0,0,0,0,0,1,0,4,14,3,0,33,21,0,1,4,0,0,3,11,0,4,74,0,1,6,57,4
OTU_1021,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,1,0,1,11,0,2,0,0,0,0,0,20,6,0,0,1,0,24,4
OTU_1501,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0
OTU_939,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,10,2,0,0,8,0,0,0,4,0,0,0,0,0,0,19,0,0
OTU_561,28,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,47,1,0
OTU_1184,8,0,0,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_619,0,0,0,0,13,0,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_258,0,0,0,0,0,0,0,0,0,0,22,0,0,21,321,1,135,0,29,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,9,0
OTU_1199,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_427,0,0,0,0,61,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,94,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_1009,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1128,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,2,0,0,11,1,0,0,0,3,0,0,0,0,0,0,0,0
OTU_602,0,0,0,0,31,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1450,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_542,0,41,0,0,1,0,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1319,0,0,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
OTU_1099,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_1344,1,1,14,15,3,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,8,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_193,12,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,68,428,1,0,0,13,1,0,3,3,0,0,0,0,0,0,0,0,0,1,5,156,11
OTU_359,1,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,56,0,1,0,30,0,0,0,0,0,0,0,0,0,5,0,0,94
OTU_234,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,461,0,0,0,292,2,0,0,0,0,0,0,0,0,1,0,0,1
OTU_1384,0,2,0,0,3,0,3,0,0,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU_675,0,0,0,0,0,24,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
OTU_402,4,1,0,0,9,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,84,0,0,0,0,0,0,0,0
OTU_1065,0,0,0,0,0,22,0,0,0,0,20,0,0,0,0,0,0,9,13,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
OTU_862,2,1,0,8,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1044,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1492,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_549,0,0,1,0,6,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_506,24,8,0,0,0,0,0,0,0,2,0,0,0,0,18,0,26,1,0,0,0,58,0,0,0,77,0,17,1,0,14,0,23,0,10,1,1,0,0,0
OTU_1237,8,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,33,0
OTU_878,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_856,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_865,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_830,11,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,9,0,3,0,0,0,12,0,0,0,0,0,12,0,0
OTU_1091,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1012,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_890,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1187,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,2,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
OTU_1059,0,2,0,0,6,2,0,0,0,3,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0
OTU_1054,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1243,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,1,0,0,7,0,0,0
OTU_870,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_376,0,0,0,0,5,0,0,0,0,0,31,1,0,0,0,0,0,56,3,0,0,1,2,0,0,21,0,1,0,0,0,1,189,0,0,0,0,0,0,0
OTU_1161,3,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1397,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1309,0,0,0,9,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_744,71,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_990,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1223,22,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0
OTU_181,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,1,1,14,630,2,0,0,486,0,15,0,6,0,1,0,9,1,27,0,0,41
OTU_1164,0,14,0,0,0,0,0,0,0,0,2,0,0,21,0,1,0,4,0,0,0,0,0,125,222,2,2,0,0,0,2,0,0,0,0,0,0,0,0,44
OTU_585,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1556,1,0,0,0,1,0,1,0,0,4,0,2,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,8,0,0,0
OTU_1364,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1115,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_1541,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
OTU_1260,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_1351,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_903,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0
OTU_767,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_552,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
OTU_1030,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,0,0
OTU_630,4,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,65,0,0
OTU_1246,1,0,0,4,1,0,4,0,0,1,0,3,0,12,3,0,0,1,0,2,0,9,17,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0
OTU_1200,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1146,0,4,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,2,0,0,0
OTU_1360,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1002,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
OTU_1028,0,0,0,0,8,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_201,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,14,0,0,5,0,31,0,0,7,0,0,0,0,1,91,0,0,0,286,0,0,0,0,0
OTU_877,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
OTU_904,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1062,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1193,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_1257,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1444,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1013,0,0,0,0,21,7,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_1295,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1525,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,34422,2,1203,6,1,48,9,3,6,3,10,6,5,643,7,2,5,7,11,1,6,9,8,7,11,4
OTU_911,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,19,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_379,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,23,0,45,32,0,1,39,0,2,0,0,0,0,0,0,0,1,0,0,86
OTU_634,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1390,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_894,4,0,0,7,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_702,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
OTU_1231,3,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_785,0,0,0,0,16,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1191,0,0,0,0,0,0,0,0,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
